timestamp,label,subcarrier_1,subcarrier_2,subcarrier_3,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16
15.7,empty,51.77208,52.10191,52.16869,51.91855,52.19037,52.07884,51.78751,52.04106,51.88054,51.71941,52.08424,51.96876,51.94912,52.32514,52.11808,52.07863
15.8,empty,51.98374,52.15259,51.90400,52.17376,52.17742,51.85096,52.07220,51.96391,51.69972,52.01745,51.94521,51.84263,52.24366,52.12990,52.05182,52.35355
15.9,empty,52.10675,51.86490,52.11142,52.23645,51.91093,52.10273,52.07024,51.73094,51.98144,51.94934,51.75606,52.13825,52.11137,51.99288,52.34505,52.16294
16.0,empty,51.81550,52.01076,52.24577,51.94953,52.11314,52.17642,51.80111,51.97771,51.98912,51.71014,52.03312,52.07797,51.91292,52.28478,52.21886,52.01466
16.1,empty,51.89015,52.20794,51.95796,52.08889,52.25783,51.88953,51.99667,52.06098,51.71625,51.95027,52.04910,51.83158,52.18395,52.23152,52.01070,52.30213
16.2,empty,52.13708,51.93881,52.02536,52.29515,51.97280,52.02107,52.15025,51.77308,51.90356,52.04166,51.77151,52.06364,52.20725,51.97747,52.27491,52.25572
16.3,empty,51.90492,51.92997,52.27962,52.03144,52.03179,52.23495,51.86697,51.89527,52.06447,51.75173,51.94914,52.16201,51.92440,52.20060,52.30514,51.99420
16.4,empty,51.82067,52.21541,52.05526,52.01424,52.29193,51.97566,51.91613,52.11515,51.78190,51.86317,52.11609,51.86943,52.09145,52.30537,52.01714,52.20824
16.5,empty,52.11836,52.04578,51.96334,52.30348,52.07438,51.94878,52.18047,51.85918,51.81985,52.08760,51.83351,51.96917,52.26365,52.01012,52.17336,52.31951
16.6,empty,52.01514,51.88562,52.26255,52.14261,51.97358,52.24011,51.96857,51.82129,52.08684,51.83412,51.85928,52.19720,51.98092,52.09788,52.35073,52.02231
16.7,empty,51.79780,52.17500,52.16951,51.97500,52.27262,52.08679,51.85763,52.11309,51.87964,51.78426,52.12783,51.94594,51.99419,52.32925,52.06843,52.09851
16.8,empty,52.05821,52.15636,51.94667,52.26196,52.18849,51.91053,52.15483,51.96625,51.75759,52.07530,51.92488,51.88373,52.26385,52.08060,52.06958,52.33362
16.9,empty,52.11554,51.89361,52.20259,52.25297,51.95901,52.19338,52.07840,51.78035,52.05163,51.93431,51.79132,52.17343,52.06539,52.00640,52.34061,52.08866
17.0,empty,51.83085,52.10159,52.26965,51.98599,52.20876,52.19271,51.84130,52.05771,51.98211,51.73834,52.08148,52.03833,51.92061,52.29487,52.14754,52.00347
17.1,empty,51.97725,52.24053,51.98342,52.18611,52.28411,51.92051,52.08345,52.06438,51.73688,52.00938,52.01869,51.83253,52.20689,52.16639,51.99253,52.29140
17.2,empty,52.17904,51.95459,52.12074,52.33268,51.99532,52.11133,52.16596,51.78640,51.97055,52.02303,51.76552,52.09715,52.15137,51.95169,52.27554,52.17080
17.3,empty,51.91294,52.02019,52.32894,52.04693,52.12215,52.26423,51.87397,51.96697,52.05963,51.73937,51.99051,52.11809,51.89114,52.21044,52.22839,51.94865
17.4,empty,51.90271,52.27629,52.06568,52.10143,52.33531,51.97794,51.98932,52.12545,51.76443,51.90943,52.08628,51.82954,52.10793,52.23960,51.96251,52.20251
17.5,empty,52.18980,52.05349,52.04442,52.36070,52.07407,52.02036,52.20651,51.83848,51.86798,52.07338,51.78856,51.98952,52.21114,51.94754,52.17209,52.24120
17.6,empty,52.02270,51.95812,52.33254,52.14220,52.04077,52.28168,51.94700,51.86844,52.08893,51.78629,51.88071,52.15954,51.91221,52.09843,52.28391,51.94731
17.7,empty,51.85991,52.25595,52.17163,52.03553,52.32870,52.06704,51.90127,52.13137,51.83155,51.80416,52.10582,51.87352,51.99393,52.27555,51.98543,52.09032
17.8,empty,52.14766,52.16364,51.99889,52.33076,52.17336,51.94863,52.18839,51.92083,51.77371,52.06895,51.85164,51.88028,52.22412,51.99221,52.05802,52.27574
17.9,empty,52.13035,51.93659,52.28169,52.24521,51.99020,52.24054,52.03867,51.79095,52.06013,51.86340,51.78265,52.14773,51.97466,51.98919,52.29442,51.99678
18.0,Aarav_walking,50.12000,52.10568,53.17117,53.98442,53.80099,52.52769,51.47212,50.29731,49.39811,49.87531,50.83137,52.22856,54.35460,55.76019,56.46343,56.79084
18.1,Aarav_walking,51.56146,52.75481,53.67573,53.74380,52.57599,51.49844,50.34299,49.26909,49.52918,50.41002,51.66383,53.76570,55.34518,56.14584,56.64780,55.88300
18.2,Aarav_walking,52.31629,53.32897,53.64247,52.61568,51.52233,50.39925,49.18412,49.21332,50.00971,51.12217,53.16041,54.89945,55.80288,56.45901,55.93292,54.55666
18.3,Aarav_walking,52.94778,53.49393,52.64170,51.54276,50.46059,49.14029,48.93100,49.63041,50.60713,52.54554,54.42329,55.43618,56.22565,55.95017,54.63435,53.53270
18.4,Aarav_walking,53.29634,52.64861,51.55871,50.52198,49.13359,48.68517,49.27228,50.12128,51.92826,53.91773,55.04702,55.94984,55.92919,54.70903,53.59328,52.32105
18.5,Aarav_walking,52.63085,51.56900,50.57904,49.15899,48.47823,48.93579,49.66622,51.31582,53.38466,54.63632,55.63448,55.86528,54.77629,53.65111,52.41400,51.11934
18.6,Aarav_walking,51.57213,50.62809,49.21069,48.31186,48.62175,49.24264,50.71534,52.82691,54.20469,55.28303,55.75480,54.83117,53.70486,52.51447,51.10178,50.84353
18.7,Aarav_walking,50.66616,49.28229,48.18680,48.33135,48.85046,50.13353,52.24825,53.75252,54.89927,55.59531,54.86828,53.75329,52.61680,51.12433,50.62593,51.10428
18.8,Aarav_walking,49.36711,48.10278,48.06609,48.48902,49.57643,51.65338,53.28012,54.48716,55.38562,54.88204,53.79509,52.71591,51.18199,50.44841,50.79897,51.44461
18.9,Aarav_walking,48.05837,47.82771,48.15717,49.04925,51.04780,52.78787,54.05056,55.12584,54.86679,53.82874,52.80741,51.26882,50.31251,50.51941,51.03802,52.50245
19.0,Aarav_walking,47.61806,47.85353,48.55619,50.43774,52.27636,53.59311,54.81733,54.81712,53.85240,52.88768,51.37825,50.21894,50.26612,50.66800,51.92996,54.00991
19.1,Aarav_walking,47.57666,48.10037,49.82986,51.74659,53.11811,54.46261,54.72802,53.86380,52.95384,51.50325,50.16741,50.03996,50.33376,51.38529,53.42643,55.01874
19.2,Aarav_walking,47.68376,49.23113,51.20008,52.62839,54.06520,54.59517,53.86019,53.00372,51.63664,50.15654,49.84201,50.03391,50.87380,52.83581,54.52520,55.84295
19.3,Aarav_walking,48.64851,50.63902,52.12634,53.62947,54.41513,53.83837,53.03575,51.77130,50.18380,49.67354,49.76668,50.39989,52.24383,54.01821,55.37145,56.65063
19.4,Aarav_walking,50.06632,51.61387,53.16035,54.18552,53.79471,53.04887,51.90046,50.24551,49.53582,49.53012,49.96683,51.65682,53.49864,54.88625,56.28533,56.56586
19.5,Aarav_walking,51.09251,52.66316,53.90516,53.72524,53.04235,52.01790,50.33693,49.42998,49.32224,49.57674,51.08141,52.96776,54.39063,55.87976,56.41790,55.75921
19.6,Aarav_walking,52.14335,53.57415,53.62584,53.01563,52.11813,50.45234,49.35682,49.14119,49.23054,50.52431,52.42737,53.88738,55.43824,56.22723,55.71039,55.00060
19.7,Aarav_walking,53.19387,53.49238,52.96814,52.19650,50.58521,49.31663,48.98537,48.92801,49.99208,51.87990,53.37878,54.96576,55.99133,55.64319,54.99146,53.86501
19.8,Aarav_walking,53.32093,52.89923,52.24930,50.72844,49.30901,48.85350,48.66792,49.49081,51.32850,52.86657,54.46773,55.70879,55.55416,54.96361,53.96450,52.32519
19.9,Aarav_walking,52.80797,52.27379,50.87462,49.33276,48.74467,48.44817,49.02595,50.77702,52.35215,53.94979,55.37941,55.43961,54.91673,54.04937,52.41290,51.39962
20.0,Aarav_walking,52.26811,51.01621,49.38572,48.65828,48.26595,48.60207,50.22995,51.83657,53.41751,55.00425,55.29576,54.85062,54.11477,52.52128,51.33277,51.02049
20.1,Aarav_walking,51.14592,49.46476,48.59399,48.11797,48.22266,49.69236,51.32081,52.87622,54.58561,55.11890,54.76500,54.15674,52.64358,51.29909,50.86949,50.69492
20.2,Aarav_walking,49.56577,48.55163,48.00064,47.89004,49.16975,50.80580,52.33083,54.12697,54.90559,54.65939,54.17231,52.77261,51.29780,50.74301,50.44696,51.10669
20.3,Aarav_walking,48.53104,47.91034,47.60527,48.66783,50.29270,51.78567,53.63285,54.65292,54.53302,54.15944,52.90100,51.32722,50.64024,50.23998,50.64785,52.33483
20.4,Aarav_walking,47.84351,47.36814,48.19233,49.78296,51.24442,53.10863,54.35870,54.38477,54.11699,53.02145,51.38473,50.56066,50.07083,50.23478,51.76829,53.42963
20.5,Aarav_walking,47.17725,47.74877,49.27845,50.71007,52.56034,54.02162,54.21314,54.04456,53.12698,51.46673,50.50398,49.93596,49.87037,51.21744,52.87908,54.51615
20.6,Aarav_walking,47.34220,48.78158,50.18493,51.99441,53.64139,54.01628,53.94241,53.21119,51.56864,50.46999,49.83165,49.55625,50.68799,52.33341,53.92377,55.89874
20.7,Aarav_walking,48.29526,49.67069,51.41742,53.21889,53.79211,53.81125,53.26846,51.68500,50.45842,49.75419,49.29277,50.18577,51.79414,53.33674,55.33231,56.65895
20.8,Aarav_walking,49.16856,50.83586,52.75618,53.53841,53.65205,53.29413,51.80963,50.46875,49.70002,49.07900,49.71641,51.26310,52.75875,54.74098,56.28084,56.59500
20.9,Aarav_walking,50.25587,52.25648,53.25300,53.46591,53.28458,51.93576,50.50011,49.66594,48.91285,49.28522,50.74256,52.19277,54.13153,55.86040,56.34769,56.42866
21.0,Aarav_walking,51.72414,52.93390,53.25385,53.23732,52.05629,50.55105,49.64913,48.79116,48.89684,50.23529,51.64108,53.51097,55.39854,56.07332,56.25288,55.79018
21.1,Aarav_walking,52.57956,53.01670,53.15095,52.16402,50.61947,49.64721,48.70990,48.55509,49.74454,51.10535,52.88631,54.89731,55.77037,56.04617,55.78218,54.36936
21.2,Aarav_walking,52.75501,53.02514,52.25192,50.70251,49.65826,48.66440,48.26277,49.27401,50.58675,52.26427,54.35993,55.43723,55.81021,55.73685,54.45835,53.13336
21.3,Aarav_walking,52.86050,52.31339,50.79652,49.68070,48.64952,48.02148,48.82776,50.08612,51.65112,53.79074,55.07246,55.54668,55.65164,54.54058,53.15145,52.29157
21.4,Aarav_walking,52.34249,50.89704,49.71327,48.65999,47.83158,48.41007,49.60412,51.05242,53.19507,54.67487,55.25716,55.52520,54.60923,53.18309,52.27220,51.32994
21.5,Aarav_walking,50.99890,49.75483,48.69050,47.69210,48.02527,49.14137,50.47296,52.57913,54.24377,54.94300,55.35725,54.65758,53.22602,52.26184,51.26754,50.91179
21.6,Aarav_walking,49.80425,48.73601,47.60081,47.67753,48.69864,49.91660,51.94976,53.77916,54.60521,55.14857,54.67927,53.27724,52.25880,51.23412,50.65176,51.47863
21.7,Aarav_walking,48.79187,47.55428,47.37064,48.27693,49.38629,51.31422,53.28181,54.24446,54.90081,54.66850,53.33301,52.26179,51.22438,50.43989,51.05456,52.21102
21.8,Aarav_walking,47.54801,47.10780,47.87757,48.88408,50.67992,52.75344,53.86107,54.61633,54.62031,53.38887,52.26979,51.23298,50.27572,50.65911,51.74442,53.09322
21.9,Aarav_walking,46.89139,47.50226,48.41119,50.05416,52.19678,53.45510,54.29802,54.53071,53.43973,52.28191,51.25476,50.15751,50.29640,51.29620,52.52521,54.60074
22.0,Aarav_walking,47.15307,47.96813,49.44385,51.61557,53.02645,53.94908,54.39689,53.48002,52.29722,51.28491,50.08233,49.97028,50.86710,51.98125,53.96049,55.91009
22.1,Aarav_walking,47.55486,48.85533,51.01452,52.57498,53.57281,54.21722,53.50385,52.31461,51.31913,50.04613,49.68413,50.45818,51.46378,53.31728,55.38366,56.50076
22.2,Aarav_walking,48.29411,50.39924,52.10068,53.17244,53.99134,53.50524,52.33263,51.35374,50.04394,49.44065,50.07082,50.97437,52.67856,54.82650,56.08936,56.99076
22.3,Aarav_walking,49.77605,51.60385,52.75096,53.72010,53.47837,52.34938,51.38570,50.07010,49.24168,49.70680,50.51380,52.05151,54.24202,55.65352,56.64043,57.08225
22.4,Aarav_walking,51.08526,52.31102,53.40544,53.41780,52.36242,51.41260,50.11841,49.08800,49.36826,50.08223,51.44282,53.63462,55.19335,56.25822,56.91437,56.16958
22.5,Aarav_walking,51.85487,53.05031,53.31870,52.36874,51.43263,50.18247,48.97926,49.05757,49.67931,50.85847,53.00965,54.70900,55.84770,56.69622,56.18155,55.02391
22.6,Aarav_walking,52.65843,53.17712,52.36477,51.44445,50.25590,48.91391,48.77729,49.30443,50.30353,52.37324,54.20085,55.41228,56.42830,56.16302,55.05334,54.05087
22.7,Aarav_walking,52.99012,52.34642,51.44710,50.33254,48.88917,48.52994,48.95682,49.78205,51.73216,53.66966,54.95509,56.11231,56.10847,55.07467,54.10675,52.70656
22.8,Aarav_walking,52.30920,51.43980,50.40671,48.90112,48.31785,48.63576,49.29702,51.09359,53.11673,54.47890,55.75103,56.01295,55.08520,54.15088,52.80383,51.53506
22.9,Aarav_walking,51.42182,50.47336,48.94478,48.14298,48.34069,48.85028,50.46489,52.54403,53.98603,55.34814,55.87228,55.08168,54.18154,52.90839,51.50008,51.28609
23.0,Aarav_walking,50.52816,49.01433,48.00667,48.07134,48.44266,49.85332,51.95431,53.47840,54.90803,55.68328,55.06037,54.19750,53.01363,51.50309,51.08062,51.35799
23.1,Aarav_walking,49.10325,47.90952,47.82774,48.07400,49.26577,51.35114,52.95755,54.43558,55.44393,55.01715,54.19788,53.11334,51.54025,50.90660,51.08415,51.63329
23.2,Aarav_walking,47.85122,47.61025,47.74335,48.70855,50.73889,52.42477,53.93592,55.15342,54.94761,54.18197,53.20192,51.60666,50.76564,50.83543,51.22448,52.77076
23.3,Aarav_walking,47.41953,47.44910,48.18714,50.12273,51.88114,53.41420,54.81227,54.84727,54.14908,53.27454,51.69651,50.65887,50.61082,50.85491,52.19923,54.17944
23.4,Aarav_walking,47.18918,47.70599,49.50846,51.32779,52.87539,54.42229,54.71172,54.09841,53.32721,51.80328,50.58677,50.40960,50.52432,51.65002,53.62156,55.12578
23.5,Aarav_walking,47.26845,48.90240,50.76597,52.32412,53.98649,54.53689,54.02890,53.35684,51.91996,50.54906,50.23142,50.23156,51.12927,53.05471,54.62720,56.11083
23.6,Aarav_walking,48.31116,50.19725,51.76455,53.50900,54.31926,53.93914,53.36120,52.03930,50.54447,50.07626,49.97474,50.64239,52.48332,54.11981,55.61855,56.95545
23.7,Aarav_walking,49.62362,51.20026,52.99483,54.05606,53.82736,53.33890,52.15409,50.57076,49.94438,49.75145,50.19385,51.91253,53.60448,55.10905,56.60230,56.80632
23.8,Aarav_walking,50.63428,52.44972,53.74546,53.69137,53.28924,52.25741,50.62463,49.83622,49.55890,49.78702,51.34801,53.08213,54.58703,56.20328,56.66257,56.13552
23.9,Aarav_walking,51.87988,53.38676,53.52868,53.21207,52.34286,50.70175,49.75228,49.39419,49.42411,50.79583,52.55388,54.05678,55.76199,56.47835,56.06971,55.45565
24.0,Aarav_walking,52.98041,53.33654,53.10766,52.40477,50.79687,49.69290,49.25446,49.10607,50.26221,52.02119,53.52202,55.28299,56.25052,55.98265,55.46642,54.18046
24.1,Aarav_walking,53.11211,52.97647,52.43837,50.90393,49.65817,49.13702,48.83266,49.75333,51.48600,52.98588,54.77165,55.97680,55.87236,55.44938,54.31828,52.62544
24.2,Aarav_walking,52.81906,52.43991,51.01626,49.64768,49.03954,48.60252,49.27502,50.95081,52.45086,54.23392,55.65590,55.73647,55.40405,54.44042,52.72811,51.73369
24.3,Aarav_walking,52.40666,51.12681,49.66043,48.96006,48.41329,48.83259,50.41873,51.91893,53.67603,55.28772,55.57237,55.33044,54.54064,52.85098,51.70496,51.15140
24.4,Aarav_walking,51.22836,49.69467,48.89701,48.26176,48.43053,49.89347,51.39156,53.10432,54.87336,55.37725,55.22891,54.61355,52.98804,51.70127,51.06878,50.67207
24.5,Aarav_walking,49.74779,48.84924,48.14412,48.07236,49.37932,50.86992,52.52493,54.41517,55.14828,55.09993,54.65473,53.13261,51.72206,51.00887,50.46434,51.10590
24.6,Aarav_walking,48.81592,48.05615,47.76048,48.88099,50.35494,51.94362,53.91668,54.88284,54.94400,54.66082,53.27752,51.76622,50.96900,50.30188,50.68155,52.19723
24.7,Aarav_walking,47.99345,47.49603,48.40350,49.84755,51.36561,53.38254,54.57865,54.76145,54.62955,53.41534,51.83199,50.94695,50.18136,50.29996,51.69290,53.12664
24.8,Aarav_walking,47.27890,47.95198,49.34878,50.79541,52.81834,54.23399,54.55235,54.55970,53.53868,51.91681,50.94088,50.09874,49.96472,51.20312,52.61240,54.29327
24.9,Aarav_walking,47.53145,48.85992,50.23677,52.23039,53.84793,54.31649,54.45103,53.64044,52.01729,50.94933,50.04943,49.67829,50.73207,52.11064,53.70714,55.70222
25.0,Aarav_walking,48.38264,49.69265,51.62552,53.42041,54.05331,54.30412,53.71404,52.12920,50.97111,50.02856,49.44195,50.28427,51.62209,53.12817,55.16559,56.35861
25.1,Aarav_walking,49.16525,51.01083,52.95244,53.76198,54.12025,53.75368,52.24749,51.00521,50.03116,49.25566,49.86440,51.14748,52.56124,54.60189,56.00351,56.39487
25.2,Aarav_walking,50.39340,52.44614,53.44143,53.90115,53.75451,52.36641,51.05061,50.05243,49.11810,49.47709,50.68767,52.01042,54.01730,55.61222,56.13505,56.35959
25.3,Aarav_walking,51.90474,53.09056,53.64889,53.71279,52.47965,51.10617,50.08782,49.02671,49.12671,50.24379,51.47893,53.41853,55.18454,55.85180,56.19246,55.63097
25.4,Aarav_walking,52.70830,53.36562,53.62596,52.58055,51.17042,50.13326,48.97783,48.81713,49.81731,50.96915,52.81264,54.72122,55.54481,55.98989,55.65197,54.20706
25.5,Aarav_walking,53.05345,53.49269,52.66229,51.24147,50.18520,48.96681,48.55155,49.41011,50.48267,52.20672,54.22403,55.21348,55.75382,55.63741,54.29674,53.07609
25.6,Aarav_walking,53.31285,52.71818,51.31688,50.24064,48.98827,48.33222,49.02451,50.02037,51.60767,53.69581,54.85701,55.48658,55.58338,54.38407,53.10498,52.11112
25.7,Aarav_walking,52.74189,51.39358,50.29714,49.03631,48.16036,48.66316,49.58260,51.02195,53.14045,54.47457,55.19067,55.48709,54.46280,53.14312,52.13760,51.00138
25.8,Aarav_walking,51.46783,50.35275,49.10472,48.03598,48.32903,49.16931,50.45535,52.56286,54.06542,54.86858,55.34697,54.52645,53.18903,52.17219,50.96287,50.62635
25.9,Aarav_walking,50.40589,49.18730,47.95786,48.02521,48.78021,49.91285,51.96880,53.62912,54.52263,55.16267,54.56854,53.24073,52.21169,50.96010,50.37574,51.10742
26.0,Aarav_walking,49.27803,47.92352,47.75477,48.41497,49.39846,51.36471,53.16569,54.15487,54.93495,54.58283,53.29566,52.25346,50.98735,50.17353,50.72217,51.65585
26.1,Aarav_walking,47.92930,47.52057,48.07335,48.91519,50.75753,52.67576,53.76697,54.66561,54.56356,53.35063,52.29541,51.03851,50.02028,50.36498,51.21157,52.59005
26.2,Aarav_walking,47.32502,47.75533,48.46502,50.15441,52.16074,53.36023,54.35730,54.50571,53.40177,52.33589,51.10736,49.91531,50.03883,50.79468,52.00581,54.16100
26.3,Aarav_walking,47.46120,48.04897,49.56248,51.62287,52.93556,54.01336,54.40520,53.44466,52.37359,51.18773,49.85667,49.74679,50.40491,51.45126,53.52003,55.37780
26.4,Aarav_walking,47.66716,48.98858,51.06532,52.49355,53.63756,54.25903,53.47436,52.40738,51.27379,49.84120,49.49175,50.04194,50.93007,52.87582,54.84910,56.05871
26.5,Aarav_walking,48.43898,50.49218,52.03462,53.23394,54.06542,53.48557,52.43617,51.36019,49.86457,49.27627,49.70562,50.44483,52.23574,54.29709,55.60163,56.75144
26.6,Aarav_walking,49.90836,51.55910,52.80654,53.82388,53.47284,52.45875,51.44223,49.92146,49.10238,49.39600,49.99709,51.60723,53.72407,55.12762,56.36167,56.84110
26.7,Aarav_walking,51.06741,52.35925,53.53515,53.43075,52.47365,51.51592,50.00574,48.97136,49.11347,49.58744,50.99751,53.13315,54.63799,55.93805,56.65658,55.97005
26.8,Aarav_walking,51.89567,53.20119,53.35419,52.47901,51.57804,50.11069,48.88359,48.85872,49.21560,50.41332,52.52834,54.13377,55.48514,56.42362,55.93693,55.02614
26.9,Aarav_walking,52.82505,53.23853,52.47254,51.62609,50.22927,48.83841,48.63273,48.88060,49.86073,51.91447,53.61579,55.00762,56.14169,55.87930,55.00892,54.05849
27.0,Aarav_walking,53.07991,52.45144,51.65827,50.35434,48.83403,48.43672,48.58095,49.34489,51.29714,53.08490,54.51009,55.81160,55.79229,54.98038,54.10719,52.62300
27.1,Aarav_walking,52.41248,51.67333,50.47898,48.86751,48.27199,48.31483,48.86987,50.68258,52.54206,53.99687,55.43534,55.67117,54.93932,54.14075,52.70301,51.54697
27.2,Aarav_walking,51.67045,50.59665,48.93479,48.13978,48.08029,48.43860,50.07742,51.98854,53.47190,55.01610,55.51168,54.88416,54.15662,52.79498,51.47750,51.29993
27.3,Aarav_walking,50.70147,49.03073,48.04113,47.87540,48.05280,49.48850,51.42605,52.93860,54.55803,55.31018,54.81287,54.15302,52.89192,51.44517,51.09417,51.20481
27.4,Aarav_walking,49.14931,47.97666,47.69840,47.71300,48.92265,50.85684,52.39987,54.06610,55.06391,54.72298,54.12883,52.98697,51.44759,50.91521,50.93184,51.50493
27.5,Aarav_walking,47.94640,47.54779,47.41862,48.38637,50.28382,51.85806,53.54583,54.77111,54.61162,54.08347,53.07359,51.48126,50.76424,50.68864,51.06094,52.72788
27.6,Aarav_walking,47.42242,47.16808,47.88564,49.71060,51.31505,53.00310,54.43121,54.47559,54.01678,53.14586,51.54165,50.64234,50.47308,50.66001,52.13501,54.03939
27.7,Aarav_walking,46.95897,47.42564,49.14142,50.77235,52.44388,54.04486,54.31150,53.92879,53.19860,51.62327,50.55029,50.28316,50.30306,51.56094,53.47157,55.01985
27.8,Aarav_walking,47.01058,48.58116,50.23119,51.87399,53.61398,54.11591,53.81959,53.22749,51.71990,50.48844,50.11712,49.98990,51.01226,52.89785,54.47093,56.21219
27.9,Aarav_walking,48.03516,49.69271,51.29894,53.14170,53.88560,53.68919,53.22923,51.82471,50.45649,49.97353,49.71927,50.49512,52.32149,53.91923,55.66625,57.08787
28.0,Aarav_walking,49.15811,50.72368,52.63226,53.61767,53.53735,53.20146,51.93060,50.45340,49.85136,49.48902,50.01503,51.74641,53.36653,55.09958,56.70893,56.96285
28.1,Aarav_walking,50.15258,52.09089,53.30986,53.36353,53.14279,52.03036,50.47721,49.74991,49.29630,49.57660,51.17716,52.81425,54.51828,56.28205,56.77066,56.51456
28.2,Aarav_walking,51.52355,52.96064,53.16682,53.05271,52.11703,50.52503,49.66877,49.13771,49.18335,50.61885,52.26367,53.92823,55.81003,56.54184,56.38949,55.91399
28.3,Aarav_walking,52.56947,52.94598,52.93143,52.18406,50.59304,49.60775,49.00961,48.83766,50.07700,51.71601,53.33486,55.29684,56.27355,56.23860,55.90718,54.56342
28.4,Aarav_walking,52.69942,52.77973,52.22562,50.67646,49.56669,48.90822,48.54060,49.55731,51.17260,52.74303,54.74753,55.96347,56.06168,55.86471,54.68718,53.10248
28.5,Aarav_walking,52.59882,52.23672,50.76975,49.54536,48.82990,48.29200,49.06554,50.63505,52.15691,54.16798,55.60998,55.85824,55.78571,54.79556,53.17340,52.25785
28.6,Aarav_walking,52.21340,50.86669,49.54323,48.77124,48.09045,48.60718,50.10535,51.57994,53.56475,55.21236,55.62746,55.67018,54.88169,53.26107,52.23411,51.49849
28.7,Aarav_walking,50.96059,49.55937,48.72925,47.93340,48.18729,49.58593,51.01483,52.94480,54.77089,55.36821,55.51883,54.93933,53.36093,52.22580,51.44076,50.96955
28.8,Aarav_walking,49.59227,48.70134,47.81737,47.81020,49.07975,50.46365,52.31524,54.28702,55.07912,55.33289,54.96311,53.46761,52.23233,51.40451,50.75796,51.45284
28.9,Aarav_walking,48.68542,47.73808,47.47935,48.59023,49.92789,51.68306,53.76334,54.75870,55.11396,54.94862,53.57504,52.25298,51.38569,50.59246,51.03720,52.39398
29.0,Aarav_walking,47.69070,47.19710,48.12124,49.40860,51.05491,53.20360,54.40550,54.86380,54.89263,53.67668,52.28673,51.38057,50.47044,50.65740,51.92323,53.23401
29.1,Aarav_walking,46.96461,47.67694,48.90658,50.43688,52.61267,54.01826,54.58415,54.79304,53.76571,52.33213,51.38591,50.38828,50.31758,51.46538,52.72063,54.52369
29.2,Aarav_walking,47.26169,48.42248,49.83433,51.99634,53.59610,54.27662,54.64896,53.83524,52.38715,51.39900,50.34152,50.02103,51.02311,52.22418,53.92592,55.92099
29.3,Aarav_walking,47.95702,49.25176,51.36122,53.13871,53.94255,54.46059,53.87863,52.44910,51.41762,50.32506,49.77010,50.59953,51.74549,53.33165,55.40194,56.51005
29.4,Aarav_walking,48.69279,50.71446,52.64651,53.58297,54.22916,53.88970,52.51458,51.44002,50.33341,49.56596,50.19812,51.28501,52.74699,54.85181,56.15515,56.70290
29.5,Aarav_walking,50.06353,52.12080,53.19858,53.95672,53.86298,52.57946,51.46482,50.36091,49.40857,49.82260,50.84298,52.17734,54.27580,55.76782,56.42012,56.75656
29.6,Aarav_walking,51.56385,52.78975,53.64602,53.79393,52.63900,51.49090,50.40199,49.29665,49.47677,50.41957,51.62730,53.67996,55.34739,56.11148,56.60118,55.93051
29.7,Aarav_walking,52.35665,53.30023,53.67908,52.68787,51.51722,50.45135,49.22764,49.16431,50.01505,51.10053,53.07099,54.89383,55.77818,56.40242,55.97374,54.56010
29.8,Aarav_walking,52.92280,53.51619,52.72038,51.54271,50.50415,49.19785,48.88856,49.62994,50.59975,52.45599,54.40791,55.42108,56.16199,55.98141,54.64858,53.50065
29.9,Aarav_walking,53.30428,52.73063,51.56607,50.55613,49.20259,48.65234,49.26507,50.12678,51.84221,53.89128,55.04069,55.88232,55.94849,54.73340,53.55731,52.36064
30.0,Aarav_walking,52.71276,51.58567,50.60369,49.23632,48.45769,48.92164,49.68254,51.23680,53.34658,54.63725,55.56644,55.87094,54.80936,53.61410,52.44514,51.13713
30.1,Aarav_walking,51.59939,50.64391,49.29289,48.30575,48.60122,49.26725,50.64653,52.77742,54.21079,55.21768,55.74589,54.87084,53.66973,52.53536,51.13188,50.78310
30.2,Aarav_walking,50.67454,49.36582,48.19659,48.30574,48.88054,50.07758,52.18841,53.76132,54.83955,55.57175,54.91191,53.72280,52.62640,51.16463,50.57080,51.08954
30.3,Aarav_walking,49.44849,48.12912,48.03733,48.52161,49.53532,51.58501,53.28892,54.43551,55.34817,54.92660,53.77167,52.71398,51.22977,50.40159,50.77439,51.44824
30.4,Aarav_walking,48.10109,47.79824,48.18945,49.02417,50.97340,52.79396,54.00878,55.07608,54.90910,53.81428,52.79452,51.32098,50.27659,50.48529,51.04831,52.42359
30.5,Aarav_walking,47.59066,47.88299,48.54747,50.36032,52.27724,53.56227,54.75754,54.85401,53.84812,52.86514,51.43148,50.19590,50.22354,50.68233,51.85981,53.95321
30.6,Aarav_walking,47.60125,48.10749,49.75280,51.74013,53.09848,54.39563,54.75658,53.87018,52.92362,51.55425,50.15851,49.99068,50.34930,51.32622,53.35725,55.02912
30.7,Aarav_walking,47.70537,49.15796,51.18473,52.61945,53.99426,54.61294,53.87692,52.96830,51.68234,50.16222,49.78841,50.04788,50.82748,52.75636,54.53117,55.80057
